"id";"api_id";"category";"description";"external_id";"fuel_type";"license_id";"model";"operator";"provider"
1942319;3518720;"";"Ariadne";"DriveNow_13571851";"DIESEL";"M-DX9740";"BMW 2er Cabrio";"DriveNow";"driveNow"
1942320;3518731;"";"Danell";"DriveNow_13578496";"DIESEL";"M-DX9927";"BMW 1er";"DriveNow";"driveNow"
1942321;3518708;"";"Melodie";"DriveNow_13572166";"DIESEL";"M-DX9596";"BMW X1";"DriveNow";"driveNow"
1942322;3518676;"";"Claude";"DriveNow_13636091";"PETROL";"M-DX9886";"MINI 3-Tuerer";"DriveNow";"driveNow"
1942323;3518712;"";"Sonja";"DriveNow_13639963";"PETROL";"M-DX9917";"MINI Cabrio";"DriveNow";"driveNow"
1942324;3518689;"";"Gabi";"DriveNow_13641512";"DIESEL";"M-DX9920";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1942325;3518734;"";"Bradney";"DriveNow_13578811";"PETROL";"M-DX9925";"MINI Clubman";"DriveNow";"driveNow"
1942326;3518704;"";"Raymond";"DriveNow_13639961";"PETROL";"M-DX9918";"MINI Cabrio";"DriveNow";"driveNow"
1942327;3518701;"";"Nobie";"DriveNow_13578814";"PETROL";"M-DX9926";"MINI Clubman";"DriveNow";"driveNow"
1942328;3518696;"";"Aida";"DriveNow_13640019";"PETROL";"M-DX9546";"MINI 5-Tuerer";"DriveNow";"driveNow"
1942329;3518726;"";"Gregorius";"DriveNow_13639979";"PETROL";"M-DX9904";"MINI Cabrio";"DriveNow";"driveNow"
1942330;3518673;"";"Agathe";"DriveNow_13629282";"PETROL";"M-DX9901";"MINI 5-Tuerer";"DriveNow";"driveNow"
1942331;3518693;"";"Maximilian";"DriveNow_13636118";"PETROL";"M-DX9565";"MINI 3-Tuerer";"DriveNow";"driveNow"
1942332;3518745;"";"2355 / W-85490C";"WDD1760421J610769";"PETROL";"";"";"car2go";"car2go"
1942333;3518750;"";"2672 / W-84797C";"WDC1569421J384000";"PETROL";"";"";"car2go";"car2go"
1942334;3518755;"";"2678 / W-36132C";"WDC1569421J384397";"PETROL";"";"";"car2go";"car2go"
1942335;3518747;"";"2371 / W-85541C";"WDD1760421J610420";"PETROL";"";"";"car2go";"car2go"
1942336;3518753;"";"2671 / W-85319C";"WDC1569421J383940";"PETROL";"";"";"car2go";"car2go"
1942337;3518740;"";"2687 / W-36109C";"WDC1569421J385715";"PETROL";"";"";"car2go";"car2go"
1942338;3518749;"";"2455 / W-85450C";"WDD1760421J610279";"PETROL";"";"";"car2go";"car2go"
1942339;3518737;"";"2679 / W-85288C";"WDC1569421J384355";"PETROL";"";"";"car2go";"car2go"
1942340;3518741;"";"2664 / W-85367C";"WDC1569421J383629";"PETROL";"";"";"car2go";"car2go"
1942341;3518754;"";"2680 / W-85553C";"WDC1569421J384657";"PETROL";"";"";"car2go";"car2go"
1942342;3518744;"";"2458 / W-85315C";"WDD1760421J610797";"PETROL";"";"";"car2go";"car2go"
1942343;3518736;"";"2457 / W-85306C";"WDD1760421J610816";"PETROL";"";"";"car2go";"car2go"
1942344;3518752;"";"2424 / W-85549C";"WDD1760421J609439";"PETROL";"";"";"car2go";"car2go"
1942345;3518739;"";"2409 / W-85560C";"WDD1760421J607957";"PETROL";"";"";"car2go";"car2go"
1942346;3518756;"";"2372 / W-85409C";"WDD1760421J606490";"PETROL";"";"";"car2go";"car2go"
1942347;3518757;"";"2391 / W-85559C";"WDD1760421J608272";"PETROL";"";"";"car2go";"car2go"
1942348;3518759;"";"2665 / W-85431C";"WDC1569421J383650";"PETROL";"";"";"car2go";"car2go"
1942349;3518738;"";"2449 / W-85390C";"WDD1760421J609509";"PETROL";"";"";"car2go";"car2go"
1942350;3518743;"";"2667 / W-85380C";"WDC1569421J384605";"PETROL";"";"";"car2go";"car2go"
1942351;3518758;"";"2663 / W-79422C";"WDC1569421J383835";"PETROL";"";"";"car2go";"car2go"
1942352;3518735;"";"2422 / W-84809C";"WDD1760421J611838";"PETROL";"";"";"car2go";"car2go"
1942353;3518751;"";"2394 / W-85290C";"WDD1760421J611026";"PETROL";"";"";"car2go";"car2go"
1942354;3518742;"";"2396 / W-79433C";"WDD1760421J611182";"PETROL";"";"";"car2go";"car2go"
1942355;3518748;"";"2674 / W-85460C";"WDC1569421J383876";"PETROL";"";"";"car2go";"car2go"
1942356;3518746;"";"2668 / W-85457C";"WDC1569421J384856";"PETROL";"";"";"car2go";"car2go"
1942357;3518778;"";"Karin";"DriveNow_13633254";"PETROL";"M-DX9518";"MINI Clubman";"DriveNow";"driveNow"
1942358;3518780;"";"2673 / W-85479C";"WDC1569421J384049";"PETROL";"";"";"car2go";"car2go"
1942359;3518779;"";"2406 / W-85520C";"WDD1760421J607677";"PETROL";"";"";"car2go";"car2go"
1942360;3518817;"";"2411 / W-85330C";"WDD1760421J607869";"PETROL";"";"";"car2go";"car2go"
1942361;3518835;"";"Giorgio";"DriveNow_13639981";"PETROL";"M-DX9903";"MINI Cabrio";"DriveNow";"driveNow"
1942362;3518847;"";"Freddie";"DriveNow_13640078";"DIESEL";"M-DX9896";"MINI Cabrio";"DriveNow";"driveNow"
1942363;3518854;"";"2669 / W-85364C";"WDC1569421J384202";"PETROL";"";"";"car2go";"car2go"
1942364;3518864;"";"Gloria";"DriveNow_13633278";"DIESEL";"M-DX9906";"MINI Clubman";"DriveNow";"driveNow"
1942365;3518920;"";"2410 / W-84783C";"WDD1760421J607896";"PETROL";"";"";"car2go";"car2go"
1942366;3518933;"";"Roanna";"DriveNow_13636163";"DIESEL";"M-DX9930";"BMW 1er";"DriveNow";"driveNow"
1942367;3518934;"";"2661 / W-85396C";"WDC1569421J383850";"PETROL";"";"";"car2go";"car2go"
1942368;3518971;"";"2660 / W-36100C";"WDC1569421J383516";"PETROL";"";"";"car2go";"car2go"
1942369;3519003;"";"2397 / W-84607C";"WDD1760421J610285";"PETROL";"";"";"car2go";"car2go"
1942370;3519040;"";"2676 / W-84805C";"WDC1569421J384147";"PETROL";"";"";"car2go";"car2go"
1942371;3519085;"";"Corette";"DriveNow_13629329";"PETROL";"M-DX9908";"MINI 3-Tuerer";"DriveNow";"driveNow"
1942372;3519086;"";"2400 / W-85287C";"WDD1760421J607849";"PETROL";"";"";"car2go";"car2go"
1942373;3519223;"";"2417 / W-85465C";"WDD1760421J612379";"PETROL";"";"";"car2go";"car2go"
1942374;3519416;"";"B-GO8933E";"WDD2428901J014960";"ELECTRICITY";"";"";"car2go";"car2go"
1942375;3519423;"";"2670 / W-85518C";"WDC1569421J383191";"PETROL";"";"";"car2go";"car2go"
1942376;3519501;"";"B-GO8924E";"WDD2428901J014942";"ELECTRICITY";"";"";"car2go";"car2go"
1942377;3519553;"";"B-GO8919E";"WDD2428901J014956";"ELECTRICITY";"";"";"car2go";"car2go"
1942378;3519645;"";"B-GO8917E";"WDD2428901J015170";"ELECTRICITY";"";"";"car2go";"car2go"
1942379;3519712;"";"B-GO8916E";"WDD2428901J014936";"ELECTRICITY";"";"";"car2go";"car2go"
1942380;3519738;"";"Preston";"DriveNow_13641561";"DIESEL";"M-DX9919";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1942381;3519766;"";"Georg";"DriveNow_13629277";"PETROL";"M-DX9557";"MINI 5-Tuerer";"DriveNow";"driveNow"
1942382;3519765;"";"Aliza";"DriveNow_13629295";"PETROL";"M-DX9554";"MINI 5-Tuerer";"DriveNow";"driveNow"
1942383;3519942;"";"Shantee";"DriveNow_13578966";"PETROL";"M-DX9881";"MINI 5-Tuerer";"DriveNow";"driveNow"
1942384;3519972;"";"2389 / W-84823C";"WDD1760421J611202";"PETROL";"";"";"car2go";"car2go"
1942385;3519989;"";"Lucky";"DriveNow_13571854";"DIESEL";"M-DX9749";"BMW 2er Cabrio";"DriveNow";"driveNow"
1942386;3520149;"";"Juliette";"DriveNow_13571846";"DIESEL";"M-DX9699";"BMW 2er Cabrio";"DriveNow";"driveNow"
1942387;3520206;"";"Amelita";"DriveNow_13640022";"PETROL";"M-DX9548";"MINI 5-Tuerer";"DriveNow";"driveNow"
1942388;2577185;"";"Dario";"DriveNow_13449246";"DIESEL";"W-27065D";"BMW X1";"DriveNow";"driveNow"
1942389;3520248;"";"Ardelia";"DriveNow_13639967";"PETROL";"M-DX9916";"MINI Cabrio";"DriveNow";"driveNow"
1942390;3520249;"";"2675 / W-85326C";"WDC1569421J384342";"PETROL";"";"";"car2go";"car2go"
1942391;3520825;"";"2405 / W-85539C";"WDD1760421J606765";"PETROL";"";"";"car2go";"car2go"
1942392;3521581;"";"Page";"DriveNow_13572121";"DIESEL";"M-DX9931";"BMW X1";"DriveNow";"driveNow"
1942393;3521580;"";"Dudley";"DriveNow_13636093";"PETROL";"M-DX9936";"MINI 3-Tuerer";"DriveNow";"driveNow"
1942394;3521579;"";"Elena";"DriveNow_13639990";"PETROL";"M-DX9942";"MINI Cabrio";"DriveNow";"driveNow"
1942395;3521607;"";"Adrianne";"DriveNow_13571917";"DIESEL";"M-DX9932";"BMW 2er Cabrio";"DriveNow";"driveNow"
1942396;3521606;"";"Cobby";"DriveNow_13571916";"DIESEL";"M-DX9923";"BMW 2er Cabrio";"DriveNow";"driveNow"
1942397;3521605;"";"Luther";"DriveNow_13641524";"DIESEL";"M-DX9921";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1942398;3522213;"";"B-GO8930E";"WDD2428901J014913";"ELECTRICITY";"";"";"car2go";"car2go"
1942399;3522446;"";"2662 / W-84634C";"WDC1569421J383847";"PETROL";"";"";"car2go";"car2go"
1942400;3522488;"";"2425 / W-79410C";"WDD1760421J609454";"PETROL";"";"";"car2go";"car2go"
1942401;3522538;"";"Helmut";"DriveNow_13571848";"DIESEL";"M-DX9933";"BMW 2er Cabrio";"DriveNow";"driveNow"
1942402;3522597;"";"Lorens";"DriveNow_13639987";"PETROL";"M-DX9939";"MINI Cabrio";"DriveNow";"driveNow"
1942403;3522797;"";"2666 / W-85414C";"WDC1569421J385023";"PETROL";"";"";"car2go";"car2go"
1942404;3524069;"";"2605 / W-85472C";"WDD1173421N512159";"PETROL";"";"";"car2go";"car2go"
1942405;3525016;"";"2617 / W-85427C";"WDD1173421N511954";"PETROL";"";"";"car2go";"car2go"
1942406;3525090;"";"2613 / W-84782C";"WDD1173421N510584";"PETROL";"";"";"car2go";"car2go"
1942407;3525193;"";"2414 / W-85481C";"WDD1760421J610316";"PETROL";"";"";"car2go";"car2go"
1942408;3525433;"";"2622 / W-85391C";"WDD1173421N514853";"PETROL";"";"";"car2go";"car2go"
1942409;3525487;"";"2361 / W-84668C";"WDD1760421J606903";"PETROL";"";"";"car2go";"car2go"
1942410;3525736;"";"2611 / W-85301C";"WDD1173421N511011";"PETROL";"";"";"car2go";"car2go"
1942411;3525936;"";"2367 / W-85565C";"WDD1760421J606596";"PETROL";"";"";"car2go";"car2go"
1942412;3526240;"";"2360 / W-84784C";"WDD1760421J607423";"PETROL";"";"";"car2go";"car2go"
1942413;3526239;"";"B-GO8954E";"WDD2428901J014914";"ELECTRICITY";"";"";"car2go";"car2go"
1942414;3527120;"";"2463 / W-84787C";"WDD1760421J611854";"PETROL";"";"";"car2go";"car2go"
1942415;3527582;"";"B-GO8951E";"WDD2428901J015248";"ELECTRICITY";"";"";"car2go";"car2go"
1942416;3528306;"";"Bunny";"DriveNow_13636205";"DIESEL";"M-DX9946";"BMW 1er";"DriveNow";"driveNow"
1942417;3528532;"";"B-GO8914E";"WDD2428901J014899";"ELECTRICITY";"";"";"car2go";"car2go"
1942418;3528533;"";"B-GO8915E";"WDD2428901J015222";"ELECTRICITY";"";"";"car2go";"car2go"
1942419;3528583;"";"B-GO8911E";"WDD2428901J014918";"ELECTRICITY";"";"";"car2go";"car2go"
1942420;3528629;"";"B-GO8908E";"WDD2428901J014932";"ELECTRICITY";"";"";"car2go";"car2go"
1942421;3528630;"";"B-GO8926E";"WDD2428901J015138";"ELECTRICITY";"";"";"car2go";"car2go"
1942422;3528910;"";"B-GO8904E";"WDD2428901J015197";"ELECTRICITY";"";"";"car2go";"car2go"
1942423;3529290;"";"Ann";"DriveNow_13579081";"DIESEL";"M-DX9957";"BMW X1";"DriveNow";"driveNow"
1942424;3529340;"";"Issa";"DriveNow_13640062";"DIESEL";"M-DX9961";"MINI 3-Tuerer";"DriveNow";"driveNow"
1942425;3529339;"";"Monty";"DriveNow_13636173";"DIESEL";"M-DX5061";"BMW 1er";"DriveNow";"driveNow"
1942426;3529392;"";"Valentina";"DriveNow_13636241";"DIESEL";"M-DX5063";"BMW 1er";"DriveNow";"driveNow"
1942427;3529576;"";"Raphaela";"DriveNow_13641494";"DIESEL";"M-DX9950";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1942428;3530091;"";"Avie";"DriveNow_13636092";"PETROL";"M-DX9888";"MINI 3-Tuerer";"DriveNow";"driveNow"
1942429;3530368;"";"Adelice";"DriveNow_13602345";"DIESEL";"M-DX9956";"BMW X1";"DriveNow";"driveNow"
1942430;3530367;"";"Lana";"DriveNow_13636166";"DIESEL";"M-DX5062";"BMW 1er";"DriveNow";"driveNow"
1942431;3533492;"";"Hakim";"DriveNow_13636176";"DIESEL";"M-DX5060";"BMW 1er";"DriveNow";"driveNow"
1942432;3535693;"";"Bradley";"DriveNow_13641519";"DIESEL";"M-DX9949";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1942433;3537507;"";"Aurelia";"DriveNow_13602347";"DIESEL";"M-DX9955";"BMW X1";"DriveNow";"driveNow"
1942434;3537607;"";"Teddi";"DriveNow_13641510";"DIESEL";"M-DX9947";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1942435;3537606;"";"Robinia";"DriveNow_13641490";"DIESEL";"M-DX9948";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1942436;3537608;"";"Riane";"DriveNow_13579059";"DIESEL";"M-DX9958";"BMW X1";"DriveNow";"driveNow"
1942437;3537663;"";"Vidovic";"DriveNow_13602349";"DIESEL";"M-DX9954";"BMW X1";"DriveNow";"driveNow"
1942438;3537707;"";"Noah";"DriveNow_13640075";"DIESEL";"M-DX9962";"MINI Cabrio";"DriveNow";"driveNow"
1942439;3537708;"";"Knut";"DriveNow_13629279";"PETROL";"M-DX5046";"MINI 5-Tuerer";"DriveNow";"driveNow"
1942440;3538350;"";"Bea";"DriveNow_13640012";"DIESEL";"M-DX5066";"MINI 5-Tuerer";"DriveNow";"driveNow"
1942441;3538595;"";"Johny";"DriveNow_13640026";"PETROL";"M-DX5072";"MINI 5-Tuerer";"DriveNow";"driveNow"
1942442;3538616;"";"Roddie";"DriveNow_13629293";"PETROL";"M-DX5078";"MINI 5-Tuerer";"DriveNow";"driveNow"
1942443;3538615;"";"Nobie";"DriveNow_13640023";"PETROL";"M-DX5075";"MINI 5-Tuerer";"DriveNow";"driveNow"
1942444;3539116;"";"Addison";"DriveNow_13636208";"DIESEL";"M-DX5079";"BMW 1er";"DriveNow";"driveNow"
1942445;3539115;"";"Buddie";"DriveNow_13636202";"DIESEL";"M-DX5080";"BMW 1er";"DriveNow";"driveNow"
1942446;3540102;"";"Vico";"DriveNow_13646767";"PETROL";"M-DX5077";"MINI 5-Tuerer";"DriveNow";"driveNow"
1942447;3547022;"";"Valdemar";"DriveNow_13636234";"DIESEL";"M-DX5064";"BMW 1er";"DriveNow";"driveNow"
1942448;3547061;"";"Tilly";"DriveNow_13641540";"DIESEL";"M-DX9953";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1942449;3550941;"";"Remus";"DriveNow_13641493";"DIESEL";"M-DX9951";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1942450;3550976;"";"Margareta";"DriveNow_13641529";"DIESEL";"M-DX9952";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1942451;3560155;"";"Turner";"DriveNow_13641562";"DIESEL";"M-DX9945";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1942452;3560177;"";"Petunia";"DriveNow_13646770";"PETROL";"M-DX9937";"MINI 5-Tuerer";"DriveNow";"driveNow"
1942453;3560259;"";"Raimundo";"DriveNow_13639986";"PETROL";"M-DX9943";"MINI Cabrio";"DriveNow";"driveNow"
1942454;3560479;"";"Ines";"DriveNow_13578682";"DIESEL";"M-DX9934";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1942455;3566652;"";"2433 / W-79385C";"WDD1760421J608554";"PETROL";"";"";"car2go";"car2go"
1942456;3566886;"";"2606 / W-85286C";"WDD1173421N511986";"PETROL";"";"";"car2go";"car2go"
1942457;3567551;"";"Sean";"DriveNow_13629290";"PETROL";"M-DX9535";"MINI 5-Tuerer";"DriveNow";"driveNow"
1942458;3567750;"";"2618 / W-85485C";"WDD1173421N515700";"PETROL";"";"";"car2go";"car2go"
1942459;3567950;"";"2616 / W-85354C";"WDD1173421N512748";"PETROL";"";"";"car2go";"car2go"
1942460;3568158;"";"2416 / W-85340C";"WDD1760421J612699";"PETROL";"";"";"car2go";"car2go"
1942461;3569456;"";"B-GO8932E";"WDD2428901J014939";"ELECTRICITY";"";"";"car2go";"car2go"
1942462;3569535;"";"2388 / W-36126C";"WDD1760421J611246";"PETROL";"";"";"car2go";"car2go"
1942463;3569574;"";"B-GO8931E";"WDD2428901J015151";"ELECTRICITY";"";"";"car2go";"car2go"
1942464;3569575;"";"B-GO8936E";"WDD2428901J015198";"ELECTRICITY";"";"";"car2go";"car2go"
1942465;3569619;"";"B-GO8918E";"WDD2428901J014930";"ELECTRICITY";"";"";"car2go";"car2go"
1942466;3569675;"";"2442 / W-85524C";"WDD1760421J611578";"PETROL";"";"";"car2go";"car2go"
1942467;3569677;"";"B-GO8922E";"WDD2428901J014937";"ELECTRICITY";"";"";"car2go";"car2go"
1942468;3569676;"";"B-GO8949E";"WDD2428901J015220";"ELECTRICITY";"";"";"car2go";"car2go"
1942469;3570245;"";"B-GO8944E";"WDD2428901J015250";"ELECTRICITY";"";"";"car2go";"car2go"
1942470;3570759;"";"2395 / W-84796C";"WDD1760421J611045";"PETROL";"";"";"car2go";"car2go"
1942471;3571381;"";"2382 / W-85277C";"WDD1760421J606814";"PETROL";"";"";"car2go";"car2go"
1942472;3571592;"";"2604 / W-85307C";"WDD1173421N511658";"PETROL";"";"";"car2go";"car2go"
1942473;3571858;"";"Alix";"DriveNow_13636096";"PETROL";"M-DX9935";"MINI 3-Tuerer";"DriveNow";"driveNow"
1942474;3571907;"";"Roma";"DriveNow_13640111";"PETROL";"M-DX5105";"MINI Cabrio";"DriveNow";"driveNow"
1942475;3572017;"";"Lotti";"DriveNow_13640089";"DIESEL";"M-DX5086";"MINI Cabrio";"DriveNow";"driveNow"
1942476;3572207;"";"Caroline";"DriveNow_13640115";"PETROL";"M-DX5106";"MINI Cabrio";"DriveNow";"driveNow"
1942477;3572272;"";"Feodora";"DriveNow_13639991";"PETROL";"M-DX9941";"MINI Cabrio";"DriveNow";"driveNow"
1942478;3572573;"";"Annice";"DriveNow_13636119";"PETROL";"M-DX5056";"MINI 3-Tuerer";"DriveNow";"driveNow"
1942479;3572792;"";"Binny";"DriveNow_13640045";"DIESEL";"M-DX5083";"MINI 3-Tuerer";"DriveNow";"driveNow"
1942480;3572901;"";"Adria";"DriveNow_13641495";"DIESEL";"M-DX5100";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1942481;3572902;"";"Cristy";"DriveNow_13641499";"DIESEL";"M-DX5104";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1942482;3574333;"";"Yoda";"DriveNow_13639978";"PETROL";"M-DX5089";"MINI Cabrio";"DriveNow";"driveNow"
1942483;3574334;"";"Esther";"DriveNow_13652516";"PETROL";"M-DX5109";"MINI Cabrio";"DriveNow";"driveNow"
1942484;3574385;"";"Jany";"DriveNow_13640090";"DIESEL";"M-DX5085";"MINI Cabrio";"DriveNow";"driveNow"
1942485;3574389;"";"Lisha";"DriveNow_13640054";"DIESEL";"M-DX9960";"MINI 3-Tuerer";"DriveNow";"driveNow"
1942486;3574428;"";"B-GO8907E";"WDD2428901J015186";"ELECTRICITY";"";"";"car2go";"car2go"
1942487;3574636;"";"Hennes";"DriveNow_13640113";"PETROL";"M-DX5107";"MINI Cabrio";"DriveNow";"driveNow"
1942488;3574672;"";"Heather";"DriveNow_13640119";"PETROL";"M-DX5108";"MINI Cabrio";"DriveNow";"driveNow"
1942489;3574874;"";"Janet";"DriveNow_13601841";"DIESEL";"M-DX5065";"MINI 5-Tuerer";"DriveNow";"driveNow"
1942490;3574875;"";"Immanuel";"DriveNow_13639977";"PETROL";"M-DX5088";"MINI Cabrio";"DriveNow";"driveNow"
1942491;3574975;"";"Benedict";"DriveNow_13639976";"PETROL";"M-DX9938";"MINI Cabrio";"DriveNow";"driveNow"
1942492;3578686;"";"2637 / W-85382C";"WDD1173421N510983";"PETROL";"";"";"car2go";"car2go"
1942493;3579114;"";"2369 / W-85509C";"WDD1760421J608578";"PETROL";"";"";"car2go";"car2go"
1942494;3579554;"";"2418 / W-85303C";"WDD1760421J612222";"PETROL";"";"";"car2go";"car2go"
1942495;3579770;"";"2419 / W-85331C";"WDD1760421J612215";"PETROL";"";"";"car2go";"car2go"
1942496;3579972;"";"2436 / W-36104C";"WDD1760421J609037";"PETROL";"";"";"car2go";"car2go"
1942497;3580305;"";"2368 / W-85332C";"WDD1760421J608497";"PETROL";"";"";"car2go";"car2go"
1942498;3582416;"";"2393 / W-36144C";"WDD1760421J611007";"PETROL";"";"";"car2go";"car2go"
1942499;3582802;"";"2440 / W-85448C";"WDD1760421J609009";"PETROL";"";"";"car2go";"car2go"
1942500;3583187;"";"2459 / W-84764C";"WDD1760421J610175";"PETROL";"";"";"car2go";"car2go"
1942501;3583459;"";"Katinka";"DriveNow_13636105";"PETROL";"M-DX9959";"MINI 3-Tuerer";"DriveNow";"driveNow"
1942502;3583500;"";"2404 / W-85534C";"WDD1760421J608496";"PETROL";"";"";"car2go";"car2go"
1942503;3604905;"";"2362 / W-85438C";"WDD1760421J606906";"PETROL";"";"";"car2go";"car2go"
1942504;3605099;"";"2643 / W-85528C";"WDD1173421N510557";"PETROL";"";"";"car2go";"car2go"
1942505;3605348;"";"2354 / W-85424C";"WDD1760421J612969";"PETROL";"";"";"car2go";"car2go"
1942506;3605887;"";"2610 / W-85344C";"WDD1173421N511076";"PETROL";"";"";"car2go";"car2go"
1942507;3606220;"";"2466 / W-85309C";"WDD1760421J608192";"PETROL";"";"";"car2go";"car2go"
1942508;3606301;"";"2364 / W-85535C";"WDD1760421J606528";"PETROL";"";"";"car2go";"car2go"
1942509;3606707;"";"2634 / W-85513C";"WDD1173421N511227";"PETROL";"";"";"car2go";"car2go"
1942510;3606964;"";"2385 / W-36136C";"WDD1760421J606819";"PETROL";"";"";"car2go";"car2go"
1942511;3607156;"";"2615 / W-84820C";"WDD1173421N511428";"PETROL";"";"";"car2go";"car2go"
1942512;3608648;"";"Beatrix";"DriveNow_13640031";"PETROL";"M-DX9929";"MINI Clubman";"DriveNow";"driveNow"
1942513;3609536;"";"Alice";"DriveNow_13636236";"DIESEL";"M-DX7313";"BMW 1er";"DriveNow";"driveNow"
1942514;3609535;"";"Mikey";"DriveNow_13646780";"PETROL";"M-DX7307";"MINI 5-Tuerer";"DriveNow";"driveNow"
1942515;3610197;"";"2465 / W-84821C";"WDD1760421J612459";"PETROL";"";"";"car2go";"car2go"
1942516;3610601;"";"B-GO8941E";"WDD2428901J015136";"ELECTRICITY";"";"";"car2go";"car2go"
1942517;3610667;"";"Margarete";"DriveNow_13636121";"PETROL";"M-DX7299";"MINI 3-Tuerer";"DriveNow";"driveNow"
1942518;3610689;"";"Lainey";"DriveNow_13641525";"DIESEL";"M-DX7301";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1942519;3610727;"";"Sandy";"DriveNow_13636095";"PETROL";"M-DX5111";"MINI 3-Tuerer";"DriveNow";"driveNow"
1942520;3610879;"";"Riley";"DriveNow_13640098";"PETROL";"M-DX6696";"MINI 3-Tuerer";"DriveNow";"driveNow"
1942521;3610878;"";"Abhinav";"DriveNow_13229480";"PETROL";"YB65FUY";"BMW 1er";"DriveNow";"driveNow"
1942522;3610947;"";"Joshua";"DriveNow_13641506";"DIESEL";"M-DX7314";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1942523;3611068;"";"Wolfy";"DriveNow_13646781";"PETROL";"M-DX7303";"MINI 5-Tuerer";"DriveNow";"driveNow"
1942524;3611153;"";"Clair";"DriveNow_13640110";"PETROL";"M-DX7310";"MINI Cabrio";"DriveNow";"driveNow"
1942525;3611357;"";"Ludwig";"DriveNow_13639988";"PETROL";"M-DX6697";"MINI Cabrio";"DriveNow";"driveNow"
1942526;3611356;"";"Nilson";"DriveNow_13636201";"DIESEL";"M-DX5098";"BMW 1er";"DriveNow";"driveNow"
1942527;3611411;"";"Reggi";"DriveNow_13640112";"PETROL";"M-DX7309";"MINI Cabrio";"DriveNow";"driveNow"
1942528;3611565;"";"Maximus";"DriveNow_13639985";"PETROL";"M-DX9940";"MINI Cabrio";"DriveNow";"driveNow"
1942529;3611637;"";"Chiquita";"DriveNow_13641532";"DIESEL";"M-DX5103";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1942530;3611636;"";"Kasimir";"DriveNow_13641508";"DIESEL";"M-DX5102";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1942531;3611987;"";"Rolf";"DriveNow_13641514";"DIESEL";"M-DX5099";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1942532;3612305;"";"Fin";"DriveNow_13629324";"PETROL";"M-DX5110";"MINI 3-Tuerer";"DriveNow";"driveNow"
1942533;3613722;"";"Justin";"DriveNow_13640056";"DIESEL";"M-DX5113";"MINI 3-Tuerer";"DriveNow";"driveNow"
1942534;3613750;"";"Cacilia";"DriveNow_13636164";"DIESEL";"M-DX5097";"BMW 1er";"DriveNow";"driveNow"
1942535;3613787;"";"Debi";"DriveNow_13640010";"DIESEL";"M-DX5081";"MINI 5-Tuerer";"DriveNow";"driveNow"
1942536;3613932;"";"Franz";"DriveNow_13641504";"DIESEL";"M-DX7039";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1942537;3614199;"";"Minime";"DriveNow_13641511";"DIESEL";"M-DX7315";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1942538;3614198;"";"Nolana";"DriveNow_13641502";"DIESEL";"M-DX7317";"BMW 2er Active Tourer";"DriveNow";"driveNow"
1942539;3615005;"";"Rubina";"DriveNow_13640001";"DIESEL";"M-DX6702";"MINI 5-Tuerer";"DriveNow";"driveNow"
1942540;3619223;"";"2421 / W-36097C";"WDD1760421J611708";"PETROL";"";"";"car2go";"car2go"
1942541;3619530;"";"2460 / W-85423C";"WDD1760421J610014";"PETROL";"";"";"car2go";"car2go"
1942542;3619862;"";"2467 / W-36137C";"WDD1760421J612664";"PETROL";"";"";"car2go";"car2go"
1942543;3620064;"";"2387 / W-85281C";"WDD1760421J606619";"PETROL";"";"";"car2go";"car2go"
1942544;3620674;"";"2461 / W-85298C";"WDD1760421J607486";"PETROL";"";"";"car2go";"car2go"
1942545;3621587;"";"2398 / W-36149C";"WDD1760421J608316";"PETROL";"";"";"car2go";"car2go"
1942546;3622456;"";"2468 / W-21680E";"WDD1760421J612533";"PETROL";"";"";"car2go";"car2go"
1942547;3622876;"";"2447 / W-85492C";"WDD1760421J610119";"PETROL";"";"";"car2go";"car2go"
1942548;3623111;"";"Renato";"DriveNow_13633246";"PETROL";"M-DX7295";"MINI Clubman";"DriveNow";"driveNow"
1942549;3624072;"";"2633 / W-85519C";"WDD1173421N511235";"PETROL";"";"";"car2go";"car2go"
1942550;3624371;"";"B-GO8939E";"WDD2428901J015232";"ELECTRICITY";"";"";"car2go";"car2go"
